Camera Name,Count (Professional Cameras),Count (Non-professional Cameras),Tag Name,Count (Professional Tags),Count (Non-professional Tags)
Canon PowerShot ELPH 130 IS,2,1,,0,0
Canon DIGITAL IXUS 400,3,3,,0,0
NIKON COOLPIX AW100,2,2,,0,0
Canon PowerShot A410,1,4,,0,0
FUJIFILM FinePix2650,2,1,,0,0
Canon EOS D30,2,1,,0,0
SANYO Electric Co.,2,2,,0,0
Ltd. S1070,1,0,,0,0
LEICA CAMERA AG LEICA X2,1,3,,0,0
SAMSUNG SM-G900F,2,6,,0,0
SONY DSC-H70,4,2,,0,0
Nokia Lumia 520,1,2,,0,0
"OLYMPUS OPTICAL CO.,LTD C700UZ",3,3,,0,0
NIKON COOLPIX S210,2,6,,0,0
OLYMPUS IMAGING CORP. FE190/X750,1,2,,0,0
"SANYO Electric Co.,Ltd. DSC-MZ3 ",1,0,,0,0
Panasonic  DMC-FZ28,1,0,,0,0
HP Officejet Pro L7500,1,0,,0,0
NIKON E8400,2,4,,0,0
SAMSUNG SAMSUNG WB2200F,1,0,,0,0
LEICA D-LUX 5,1,3,,0,0
"OLYMPUS IMAGING CORP.   u740,S740       ",1,0,,0,0
Sony Ericsson LT26w,1,0,,0,0
Retro Camera Android The Pinhole,1,0,,0,0
KONICA MINOLTA MAXXUM 5D,2,4,,0,0
WIKO RAINBOW LITE,1,0,,0,0
GoPro HERO3+ Silver Edition,1,0,,0,0
NIKON COOLPIX L23,1,0,,0,0
Ltd. DiMAGE S414,3,2,,0,0
Canon PowerShot SX110 IS,4,25,,0,0
NIKON COOLPIX L120   ,1,0,,0,0
Canon PowerShot SX610 HS,1,8,,0,0
SAMSUNG TECHWIN Co. SAMSUNG GX20,2,1,,0,0
Leica Camera AG LEICA M MONOCHROM (Typ 246),1,1,,0,0
FUJIFILM FinePix S2800HD,1,0,,0,0
Meizu M6 Note,1,0,,0,0
FUJIFILM FinePix A210  ,1,0,,0,0
Canon AE-1 Program,1,0,,0,0
NIKON COOLPIX S10,1,2,,0,0
Canon CanoScan 9950F,1,0,,0,0
EASTMAN KODAK COMPANY KODAK CD33 ZOOM DIGITAL CAMERA,1,0,,0,0
OLYMPUS IMAGING CORP.   E-3             ,2,3,,0,0
SONY DSC-W620,1,0,,0,0
Canon IXUS 115 HS,1,0,,0,0
"CASIO COMPUTER CO.,LTD. EX-Z100",2,0,,0,0
Canon PowerShot G5,6,10,,0,0
SONY DSC-W730,1,0,,0,0
NIKON COOLPIX L3,4,2,,0,0
CAMERA 8MP-9U4,1,0,,0,0
NIKON CORPORATION 1 V2,1,5,,0,0
PENTAX Corporation  PENTAX *ist DS2    ,1,0,,0,0
GoPro YHDC5170,1,0,,0,0
PENTAX Corporation PENTAX Optio M40,1,0,,0,0
SONY DSC-T30,2,2,,0,0
SONY DCR-HC94E,1,0,,0,0
"OLYMPUS OPTICAL CO.,LTD C960Z,D460Z",2,1,,0,0
FUJIFILM FinePix S3Pro,1,2,,0,0
SONY DSC-WX50,1,0,,0,0
SONY DSC-W370,1,1,,0,0
"OLYMPUS IMAGING CORP. u840,S840",1,0,,0,0
"OLYMPUS OPTICAL CO.,LTD C2Z,D520Z,C220Z",2,3,,0,0
"OLYMPUS IMAGING CORP. X550,D545Z,C480Z",2,1,,0,0
FUJIFILM X-A2,2,1,,0,0
LG Electronics LG-E400,1,0,,0,0
FUJIFILM FinePix HS35EXR,1,1,,0,0
Sony Ericsson C905,1,2,,0,0
OLYMPUS IMAGING CORP.   FE230/X790             ,1,0,,0,0
SHARP SH-01F,1,0,,0,0
EASTMAN KODAK COMPANY KODAK DX6340 ZOOM DIGITAL CAMERA,3,1,,0,0
"OLYMPUS IMAGING CORP. FE170,X760,C505",1,0,,0,0
"OLYMPUS OPTICAL CO.,LTD C150,D390",1,1,,0,0
SONY DSC-WX200,2,1,,0,0
NIKON COOLPIX AW130,1,3,,0,0
Sony G3121,1,0,,0,0
POLAROID PDC 3080,1,0,,0,0
RICOH       RICOH R8       ,1,0,,0,0
Canon PowerShot SD20,1,0,,0,0
Canon MX340 series,1,0,,0,0
Nokia 6630,1,0,,0,0
FUJIFILM FinePix S1600,1,2,,0,0
OLYMPUS IMAGING CORP. IR-300,1,1,,0,0
Research In Motion BlackBerry 9550,1,0,,0,0
"CASIO COMPUTER CO.,LTD. EX-Z500",1,1,,0,0
"OLYMPUS CORPORATION X300,D565Z,C450Z",1,1,,0,0
NIKON COOLPIX L10,2,5,,0,0
Sony Ericsson K750i,4,3,,0,0
SONY DSC-W70,6,10,,0,0
"CASIO COMPUTER CO.,LTD. EX-H20G",1,0,,0,0
HP ScanJet 4070,1,1,,0,0
Ltd. DiMAGE Xt,2,4,,0,0
PENTAX              PENTAX K20D        ,1,2,,0,0
Nokia 5800 Xpres,3,4,,0,0
NIKON D50,1,0,,0,0
PENTAX Corporation PENTAX ME,1,0,,0,0
"OLYMPUS CORPORATION X400,D580Z,C460Z",2,2,,0,0
motorola DROID BIONIC,1,0,,0,0
HTC HTC Desire HD A9191,1,0,,0,0
Canon PowerShot A450,2,0,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE C182 Digital Camera,2,3,,0,0
Nokia Lumia 925,1,2,,0,0
LG Electronics LG-X240,1,0,,0,0
SONY DCR-TRV350,1,0,,0,0
Canon  PowerShot G10,1,0,,0,0
SAMSUNG NX1000,1,4,,0,0
PENTAX Corporation PENTAX Optio A10,2,1,,0,0
SAMSUNG SM-T520,1,0,,0,0
OLYMPUS IMAGING CORP. SP700,1,0,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE M1063 DIGITAL CAMERA,3,2,,0,0
Zorki C,1,0,,0,0
SONY DSC-WX80,1,2,,0,0
SONY DSC-H3,4,10,,0,0
Samsung Digimax 201,2,0,,0,0
NIKON COOLPIX S52,1,1,,0,0
PENTACON DCZ 5.5,1,0,,0,0
FUJIFILM FinePix XP65/Walmart,1,0,,0,0
PENTAX RICOH IMAGING GR,1,4,,0,0
RICOH Caplio G4 wide,1,0,,0,0
Canon PowerShot S200,4,3,,0,0
Panasonic DMC-FX55,1,1,,0,0
FUJIFILM FinePix AV120,2,0,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE Sport Camera,1,0,,0,0
C135,1,0,,0,0
SONY DSC-W125,1,0,,0,0
Hewlett-Packard HP PhotoSmart R725  (V01.00),1,1,,0,0
NIKON COOLPIX S2700,1,1,,0,0
LTD. Digimax L50 / KENOX X1,1,0,,0,0
LG Electronics,2,0,,0,0
Inc. LG-VX8360,1,0,,0,0
Canon MP550 series,1,1,,0,0
Panasonic DMC-TZ9,1,0,,0,0
Panasonic DMC-LS75,2,0,,0,0
FUJIFILM FinePix A205S,1,0,,0,0
"OLYMPUS IMAGING CORP. u1020,S1020",1,0,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE CX6200 DIGITAL CAMERA,1,2,,0,0
"SANYO Electric Co.,Ltd. J4",1,1,,0,0
Panasonic PV-GS250,1,0,,0,0
Canon PowerShot SD450,4,16,,0,0
samsung SM-G998B,1,0,,0,0
Canon PowerShot ELPH 330 HS,1,5,,0,0
RIM BlackBerry 8100 Series,1,0,,0,0
NIKON E775,1,1,,0,0
"OLYMPUS IMAGING CORP.   u1030SW,S1030SW ",1,0,,0,0
Corelogic SAMSUNG,1,0,,0,0
SONY  DSLR-A330,1,3,,0,0
OLYMPUS IMAGING CORP. TG-830,1,0,,0,0
"OLYMPUS IMAGING CORP. FE320,X835,C540",1,2,,0,0
asus Nexus 7,1,0,,0,0
Panasonic DMC-ZS9,1,0,,0,0
NIKON COOLPIX S220,2,6,,0,0
RICOH GR Digital,3,4,,0,0
SONY DSC-S600,3,7,,0,0
SONY MVC-CD500,1,0,,0,0
Ltd. DiMAGE Z1,3,4,,0,0
"OLYMPUS IMAGING CORP. FE20,X15,C25",2,0,,0,0
Canon PowerShot SD1400 IS,3,9,,0,0
NIKON COOLPIX S7c,1,2,,0,0
Canon 8400F,1,0,,0,0
"OLYMPUS OPTICAL CO.,LTD C4100Z,C4000Z",3,7,,0,0
OLYMPUS IMAGING CORP. u730/S730,1,0,,0,0
SAMSUNG SAMSUNG-SGH-I337,2,1,,0,0
Hewlett-Packard Company HP PhotoSmart 715,1,2,,0,0
NIKON E7900,3,3,,0,0
SAMSUNG SCH-i920,1,0,,0,0
NIKON COOLPIX L19,1,1,,0,0
FUJIFILM A860,1,1,,0,0
Panasonic DMC-FX60,1,1,,0,0
Motorola XT1254,1,4,,0,0
"OLYMPUS IMAGING CORP. u760,S760",1,1,,0,0
Toshiba PDR-M25,1,0,,0,0
Canon DIGITAL IXUS 750,2,7,,0,0
Zoran Corporation COACH,1,3,,0,0
HUAWEI ELE-L09,1,0,,0,0
"OLYMPUS OPTICAL CO.,LTD C2,D230",1,1,,0,0
OLYMPUS IMAGING CORP.   E-PM1           ,1,1,,0,0
"CASIO COMPUTER CO.,LTD. EX-Z600",2,1,,0,0
NIKON COOLPIX S700,1,0,,0,0
SONY DSC-T7,5,1,,0,0
EASTMAN KODAK COMPANY KODAK CX4200 DIGITAL CAMERA,1,0,,0,0
SONY DSC-W330,1,3,,0,0
Samsung Techwin co.,3,3,,0,0
Ltd. Digimax A503 / Kenox D503,3,2,,0,0
RICOH CX3,1,0,,0,0
SAMSUNG TECHWIN Co. SAMSUNG GX10       ,1,1,,0,0
Canon IXY DIGITAL 800 IS,1,1,,0,0
"OLYMPUS OPTICAL CO.,LTD C120,D380",1,0,,0,0
FUJIFILM FinePix JV170,1,0,,0,0
Motorola XT1052,1,0,,0,0
Panasonic DMC-LC50,1,1,,0,0
EASTMAN KODAK COMPANY KODAK V570 DUAL LENS DIGITAL CAMERA,1,1,,0,0
Inc. LG-LG290C,1,0,,0,0
"OLYMPUS IMAGING CORP. VG130,D710",1,0,,0,0
HDR Studio,1,0,,0,0
EASTMAN KODAK COMPANY KODAK C360 ZOOM DIGITAL CAMERA,1,2,,0,0
HTC PC36100,1,2,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE C315 DIGITAL CAMERA,2,3,,0,0
SONY HANDYCAM,1,0,,0,0
SunplusMM Spca1528,1,0,,0,0
"OLYMPUS IMAGING CORP. VG145,VG140,D715",1,0,,0,0
NIKON D3000,1,1,,0,0
SONY DCR-TRV30,1,0,,0,0
NIKON E885,1,1,,0,0
NIKON COOLPIX L16,2,2,,0,0
Sony C6916,1,0,,0,0
Microsoft Lumia 950 XL,1,1,,0,0
Panasonic PHOTOfunSTUDIO 8.3 PE,1,0,,0,0
Canon MP980 series,1,0,,0,0
Vivitar Corporation Vivicam 8300s,1,0,,0,0
Canon PowerShot S60,4,2,,0,0
SAMSUNG SCH-U960,1,1,,0,0
"CASIO COMPUTER CO.,LTD  EX-Z40 ",1,0,,0,0
EASTMAN KODAK COMPANY KODAK DC3400 ZOOM DIGITAL CAMERA,1,3,,0,0
Panasonic DMC-FP2,1,0,,0,0
Canon PowerShot SD100,2,3,,0,0
SONY DSC-S950,2,3,,0,0
NIKON E990,2,5,,0,0
Canon IXY DIGITAL 910 IS,2,3,,0,0
Sony Ericsson W980,1,0,,0,0
CASIO QV-4000,1,0,,0,0
HTC ADR6300,2,2,,0,0
Canon PowerShot SD770 IS,1,1,,0,0
Canon PowerShot S45,2,3,,0,0
FUJIFILM FinePix A400,1,0,,0,0
Panasonic DMC-FS8,1,0,,0,0
KONICA MINOLTA CAMERA,1,0,,0,0
Inc. Revio KD-420Z,1,0,,0,0
FUJIFILM FinePix J110W,1,0,,0,0
LEICA D-LUX 6,1,5,,0,0
Vivitar Vivicam4000,1,0,,0,0
NIKON COOLPIX P2,1,4,,0,0
samsung SM-A320FL,1,1,,0,0
SONY DSC-HX100V             ,1,2,,0,0
Nokia 6680,1,2,,0,0
Nokia E51,1,0,,0,0
Panasonic DMC-TZ4,3,1,,0,0
"Amazon Kindle Fire HDX 8.9""",1,0,,0,0
samsung SM-G570F,1,0,,0,0
FUJIFILM DX-10,1,0,,0,0
GEDSC IMAGING CORP. A735,1,2,,0,0
"OLYMPUS IMAGING CORP. FE210,X775",2,4,,0,0
NIKON E4600,3,13,,0,0
OLYMPUS IMAGING CORP. CYBERSHOT,1,0,,0,0
"OLYMPUS IMAGING CORP. FE340,X855,C560",1,2,,0,0
General Imaging Co. A730,1,0,,0,0
KONICA MINOLTA DiMAGE X60,1,1,,0,0
FUJIFILM FinePix AX655,1,1,,0,0
OLYMPUS IMAGING CORP. E-300,1,14,,0,0
"OLYMPUS IMAGING CORP. u770SW,S770SW",1,0,,0,0
Panasonic DMC-FX3,1,3,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE Z8612 IS Digital Camera,1,6,,0,0
SAMSUNG SCH-R760,1,0,,0,0
NIKON COOLPIX L27,1,0,,0,0
"OLYMPUS IMAGING CORP. u-miniS,StylusVS",1,0,,0,0
Canon PowerShot SD4000 IS,1,3,,0,0
Canon TS3400 series,1,0,,0,0
SONY DSC-P43,1,1,,0,0
"CASIO COMPUTER CO.,LTD. EX-Z29",1,0,,0,0
TOSHIBA PDRM70,1,0,,0,0
NIKON E950,2,1,,0,0
NIKON CORPORATION D40 / Sigma 18~200mm f3.5-6.3 DC,1,0,,0,0
Ltd. VPC-T700,1,0,,0,0
Canon CanoScan 4400F,1,0,,0,0
HTC HTC Vision,1,0,,0,0
"OLYMPUS IMAGING CORP. FE160,X735",1,0,,0,0
"CASIO COMPUTER CO.,LTD EX-Z57",1,3,,0,0
SAMSUNG SAMSUNG I8510,1,0,,0,0
"OLYMPUS IMAGING CORP. FE-130,X-720",1,0,,0,0
FUJIFILM FinePix XP10,1,1,,0,0
HUAWEI VTR-L29,1,1,,0,0
OLYMPUS CORPORATION C750UZ,1,1,,0,0
"CASIO COMPUTER CO.,LTD. EX-Z120",1,1,,0,0
Canon DIGITAL IXUS 700,1,2,,0,0
EASTMAN KODAK COMPANY KODAK P880 ZOOM DIGITAL CAMERA,2,1,,0,0
SIGMA SIGMA dp0 Quattro,1,3,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE CX6230 ZOOM DIGITAL CAMERA,1,2,,0,0
SAMSUNG GT-C3350,1,0,,0,0
Sony Ericsson E15i,1,0,,0,0
"OLYMPUS OPTICAL CO.,LTD C3100Z,C3020Z",2,2,,0,0
SAMSUNG SGH-I717,1,0,,0,0
EASTMAN KODAK COMPANY KODAK Z700 ZOOM DIGITAL CAMERA,1,3,,0,0
Panasonic DMC-TZ2,1,0,,0,0
PENTAX Corporation  PENTAX K200D       ,1,2,,0,0
Canon MP480 series,1,0,,0,0
PENTAX Corporation PENTAX Optio M20,1,0,,0,0
"CASIO COMPUTER CO.,LTD. EX-Z80",2,1,,0,0
Samsung Techwin <KENOX S860  / Samsung S860>,1,1,,0,0
FUJIFILM FinePix6900ZOOM,1,1,,0,0
NIKON COOLPIX P100   ,1,1,,0,0
samsung SM-G935U,1,0,,0,0
Panasonic DMC-FH1,1,0,,0,0
FUJIFILM FinePix F70EXR,3,1,,0,0
Canon DCR-PC110E,1,0,,0,0
SAMSUNG SM-G386T1,1,0,,0,0
FUJIFILM FinePix F11,1,1,,0,0
google Nexus One,1,0,,0,0
Hewlett-Packard Photosmart M407,2,3,,0,0
Canon PowerShot SD300,2,9,,0,0
"CASIO COMPUTER CO.,LTD. EX-Z77",1,0,,0,0
Samsung Techwin <KENOX S730  / Samsung S730>,1,3,,0,0
Canon CanoScan 5600F,1,0,,0,0
Konica Corporation Konica Digital Camera KD-310Z,1,0,,0,0
"OLYMPUS OPTICAL CO.,LTD C720UZ",1,1,,0,0
Panasonic DC-GH6,1,0,,0,0
FUJIFILM FinePix AV130,1,0,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE M883 ZOOM DIGITAL CAMERA,1,1,,0,0
Supra Super Slim XS80,1,0,,0,0
SAMSUNG GT-I9000,1,4,,0,0
SAMSUNG DV150F/DV151F/DV155F,1,1,,0,0
PENTAX Corporation PENTAX Optio W10,2,3,,0,0
FUJIFILM Corporation Frontier SP-3000,1,6,,0,0
Canon PowerShot A580,3,1,,0,0
"CASIO COMPUTER CO.,LTD EX-P700",1,1,,0,0
NIKON COOLPIX S5100,1,0,,0,0
Sony Ericsson LT26i,1,1,,0,0
SONY DSC-P93,1,0,,0,0
Canon IXY DIGITAL 920 IS,1,0,,0,0
SONY DSLR-A290,2,3,,0,0
SAMSUNG WB150 / WB150F / WB152 / WB152F / WB151 / WB151F / WB140,1,2,,0,0
PENTAX Corporation PENTAX Optio M50,1,1,,0,0
Canon PowerShot ELPH 520 HS,2,3,,0,0
FUJIFILM FinePix S304,1,1,,0,0
SONY DSC-W300,2,6,,0,0
Samsung Galaxy Nexus,2,3,,0,0
Samsung GT-S5230,1,0,,0,0
RICOH Caplio R6,1,0,,0,0
Canon PowerShot ELPH 310 HS,1,3,,0,0
HTC-8900 HTC-8900,1,0,,0,0
"OLYMPUS OPTICAL CO.,LTD C300Z,D550Z",2,3,,0,0
NIKON CORPORATION D1X,1,2,,0,0
Hewlett-Packard HP PhotoSmart R507 (V01.00)d,2,0,,0,0
Panasonic DMC-FX37,2,1,,0,0
Panasonic DMC-TS4,1,0,,0,0
Canon DIGITAL IXUS 860 IS,1,2,,0,0
EASTMAN KODAK COMPANY KODAK V603 ZOOM DIGITAL CAMERA,2,0,,0,0
NIKON COOLPIX L20,2,4,,0,0
DV3300 DV3300,1,0,,0,0
"OLYMPUS IMAGING CORP. C55Z,C5500Z",1,0,,0,0
FUJIFILM FinePix S5200,1,4,,0,0
NIKON COOLPIX P50,2,3,,0,0
General Imaging Co. G2,1,0,,0,0
Canon PowerShot SD960 IS,1,1,,0,0
SONY DSC-T10,1,4,,0,0
GENERAL IMAGING CO. X5,1,1,,0,0
OLYMPUS IMAGING CORP. FE230/X790,1,3,,0,0
OLYMPUS IMAGING CORP.   E-300           ,1,2,,0,0
SAMSUNG GT-S5830,1,1,,0,0
Panasonic DMC-TZ50,1,0,,0,0
SANYO Electric Co. Ltd. T1496,1,0,,0,0
LTD. Samsung S850,2,3,,0,0
Motorola DROID2 2b5a0021fff80000015d9eef04011015,1,0,,0,0
"CASIO COMPUTER CO.,LTD. EX-Z550",1,0,,0,0
HTC HTC_0P6B,1,0,,0,0
Canon PowerShot SD200,1,3,,0,0
Polaroid A500C,1,0,,0,0
"CASIO COMPUTER CO.,LTD. EX-Z2",1,0,,0,0
CoreLogic SAMSUNG,1,0,,0,0
RICOH Caplio R1V,1,0,,0,0
"OLYMPUS IMAGING CORP. u9000,S9000",1,0,,0,0
Canon IXY DIGITAL 400,1,0,,0,0
"SANYO Electric Co.,Ltd. S50 ",1,0,,0,0
EASTMAN KODAK COMPANY KODAK C875 ZOOM DIGITAL CAMERA,1,2,,0,0
Hewlett-Packard HP Photosmart M23 (V01.00),1,0,,0,0
HTC HTC Glacier,1,1,,0,0
GENERAL IMAGING CO. A1255,1,1,,0,0
Hasselblad Hasselblad H2D-39,1,1,,0,0
SONY DSC-W12,1,1,,0,0
NIKON COOLPIX P310,1,1,,0,0
"CASIO COMPUTER CO.,LTD. EX-F1      ",1,0,,0,0
Canon DIGITAL IXUS 800 IS,1,6,,0,0
Officejet 7610 series,1,0,,0,0
"OLYMPUS IMAGING CORP. FE280,X820,C520",4,5,,0,0
"SANYO Electric Co.,Ltd. HD1010",1,1,,0,0
Panasonic DMC-LZ3,1,3,,0,0
Hewlett-Packard Photosmart M627,1,0,,0,0
FUJIFILM FinePix F660EXR,1,0,,0,0
FUJIFILM FinePix S6000fd,2,2,,0,0
NIKON COOLPIX L110   ,2,0,,0,0
WALTON Primo RM2 mini,1,0,,0,0
Canon IXY DIGITAL WIRELESS,1,0,,0,0
samsung SM-G900V,1,5,,0,0
motorola DROID RAZR,1,0,,0,0
FUJIFILM FinePix F480,1,3,,0,0
EASTMAN KODAK COMPANY KODAK Z730 ZOOM DIGITAL CAMERA,2,3,,0,0
SAMSUNG ES90/ ES91,1,0,,0,0
HP psc1600,1,0,,0,0
SAMSUNG GT-I9210T,1,0,,0,0
Canon PowerShot A2100 IS,1,2,,0,0
"CASIO COMPUTER CO.,LTD. EX-S500",3,3,,0,0
Hipstamatic 201,1,2,,0,0
Digital Camera 6MP-9FS,1,0,,0,0
SONY CD MAVICA,3,2,,0,0
Research In Motion BlackBerry 8900,2,0,,0,0
Canon PowerShot SD400,3,9,,0,0
HUAWEI PLK-L01,2,0,,0,0
"Apple iPhone8,1",1,0,,0,0
Digital Camera 6MP-9Y8,1,0,,0,0
LG Electronics VX11000,1,0,,0,0
KONICA MINOLTA DiMAGE Z10,1,1,,0,0
"CASIO COMPUTER CO.,LTD QV-R40",1,1,,0,0
KONICA MINOLTA  DiMAGE Z5,1,1,,0,0
ADPK CD500M5,1,0,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE M753 ZOOM DIGITAL CAMERA,1,2,,0,0
DoCoMo P905i,1,0,,0,0
google Nexus S,1,1,,0,0
"OLYMPUS OPTICAL CO.,LTD C5050Z",2,3,,0,0
SONY DSC-W650,2,0,,0,0
SAMSUNG SAMSUNG PL100 / SAMSUNG TL205 / VLUU PL100 / SAMSUNG PL101,1,1,,0,0
OLYMPUS E-30,1,0,,0,0
"OLYMPUS OPTICAL CO.,LTD C990Z,D490Z",1,2,,0,0
Panasonic DMC-FZ60,1,0,,0,0
SONY DSC-W610,1,2,,0,0
Nokia 5300,1,0,,0,0
RICOH CX1,2,1,,0,0
SONY DSC-S980,2,0,,0,0
EPSON Perfection V600,1,0,,0,0
"CASIO COMPUTER CO.,LTD. EX-Z850",1,2,,0,0
PENTAX Corporation  PENTAX K100D       ,1,2,,0,0
NIKON E4200,2,3,,0,0
SAMSUNG WB250F,1,0,,0,0
"SAMSUNG SAMSUNG ES55,ES57 / VLUU ES55 / SAMSUNG SL102",1,3,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE C643 ZOOM DIGITAL CAMERA,1,1,,0,0
Hewlett-Packard Photosmart M307,1,1,,0,0
"OLYMPUS CORPORATION u20D,S400D,u400D",1,1,,0,0
"CASIO COMPUTER CO.,LTD EX-Z3",1,2,,0,0
"SANYO Electric Co.,Ltd XXXX",1,0,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE C913 DIGITAL CAMERA,1,2,,0,0
Xiaomi MI 8,1,0,,0,0
OLYMPUS IMAGING CORP. E-PL2,3,6,,0,0
FUJIFILM FinePix A310,1,0,,0,0
HTC ADR6400L,1,0,,0,0
PENTAX Corporation PENTAX *ist DL2,2,1,,0,0
EASTMAN KODAK COMPANY KODAK LS633 ZOOM DIGITAL CAMERA,1,0,,0,0
Nokia N95 8GB,2,1,,0,0
Polyphony Digital Inc. Gran Turismo 5,1,1,,0,0
FUJIFILM FinePix Z5fd,1,0,,0,0
PENTAX Corporation PENTAX Optio S60,1,0,,0,0
SAMSUNG TECHWIN NV20,1,0,,0,0
VLUU NV20,1,0,,0,0
EPSON Perfection V500,1,0,,0,0
SONY DSC-WX7,1,1,,0,0
SAMSUNG SM-N900P,1,0,,0,0
"SAMSUNG SAMSUNG PL120,PL121 / VLUU PL120,PL121",1,1,,0,0
OLYMPUS IMAGING CORP. SP310,1,1,,0,0
OLYMPUS IMAGING CORP. E-510           ,1,0,,0,0
NIKON COOLPIX S500,1,0,,0,0
FUJIFILM FinePix L50,1,0,,0,0
HUAWEI MHA-AL00,1,0,,0,0
Canon PowerShot A710 IS,2,19,,0,0
Canon PowerShot ELPH 300HS,1,4,,0,0
EASTMAN KODAK COMPANY KODAK LS443 ZOOM DIGITAL CAMERA,2,1,,0,0
OLYMPUS CORPORATION C755UZ,1,0,,0,0
Unknown DigitalCam Pro,1,0,,0,0
SONY DSC-TX20,1,1,,0,0
Panasonic DMC-ZS3,2,4,,0,0
Adobe Systems Inc. DSLR-A550,1,0,,0,0
minolta Co.,1,0,,0,0
Ltd. DiMAGE E323,1,0,,0,0
MSM6500 SPH-A900,1,1,,0,0
KONICA MINOLTA ALPHA-7 DIGITAL,1,0,,0,0
FUJIFILM FinePix S3400,1,1,,0,0
Lenovo A880,1,0,,0,0
"CASIO COMPUTER CO.,LTD. EX-S5",1,0,,0,0
LG Electronics LG Optimus Elite,1,1,,0,0
SAMSUNG SAMSUNG ES70,2,1,,0,0
ES71 / VLUU ES70,2,1,,0,0
ES71 / SAMSUNG SL600,2,1,,0,0
Canon DIGITAL IXUS i,1,4,,0,0
"CASIO COMPUTER CO.,LTD EX-Z4",1,0,,0,0
Nikon Nikon COOLSCAN V ED,1,4,,0,0
Research In Motion BlackBerry 8130,1,1,,0,0
HUAWEI NEM-L51,1,2,,0,0
FUJIFILM FinePix F900EXR,1,1,,0,0
SONY DSC-WX1,1,4,,0,0
DJI FC350,1,1,,0,0
Polaroid i531,1,1,,0,0
SONY DSC-S730,1,2,,0,0
EASTMAN KODAK COMPANY KODAK DX4900 ZOOM DIGITAL CAMERA,1,0,,0,0
SAMSUNG SAMSUNG ES10 / VLUU ES10,1,0,,0,0
Canon PowerShot SD990 IS,1,3,,0,0
CASIO QV-3000EX,1,0,,0,0
Canon DIGITAL IXUS IIs,1,0,,0,0
FUJIFILM MX-2700,1,1,,0,0
PENTAX Corporation PENTAX Optio E40,1,1,,0,0
Nokia 6110,1,0,,0,0
General Imaging Co. E1030,1,0,,0,0
Canon IXY DIGITAL 70,1,1,,0,0
OLYMPUS IMAGING CORP. StylusTough-3000,1,0,,0,0
Panasonic DMC-GX7MK2,1,3,,0,0
FUJIFILM FinePix S4000,1,10,,0,0
Samsung Electronics SGH-F480,1,0,,0,0
SONY DSC-T700,1,2,,0,0
Hewlett-Packard HP Photosmart R840,1,0,,0,0
OLYMPUS IMAGING CORP.   TG-810          ,1,0,,0,0
NIKON COOLPIX S3000,1,4,,0,0
OLYMPUS CORPORATION E-M1MarkIII,1,6,,0,0
NIKON E2100,3,0,,0,0
SAMSUNG SAMSUNG PL210,1,3,,0,0
PL211 / VLUU PL210,1,3,,0,0
PL211,1,3,,0,0
Panasonic DC-GX800,1,0,,0,0
Hewlett-Packard HP PhotoSmart C850 (V05.27),1,0,,0,0
Canon PowerShot ELPH 500 HS,1,0,,0,0
"SANYO Electric Co.,Ltd. SR66",1,0,,0,0
Xiaomi Redmi 3S,1,2,,0,0
FUJIFILM FinePix Z33WP,1,0,,0,0
SAMSUNG GT-N7000,1,3,,0,0
LGE LM-G850,1,0,,0,0
Samsung Techwin <Digimax D53>,1,0,,0,0
GoPro HERO4 Session,1,1,,0,0
Gopro HD3,1,0,,0,0
Panasonic DMC-FT2,1,0,,0,0
samsung SM-N975U,1,0,,0,0
"OLYMPUS OPTICAL CO.,LTD C3030Z",1,1,,0,0
CAMERA 4MP-9Q3,1,0,,0,0
OLYMPUS IMAGING CORP. STYLUS1,1,2,,0,0
SONY DSC-W230,1,4,,0,0
FUJIFILM FinePix4500,1,0,,0,0
SONY NEX-VG30,1,0,,0,0
Canon EOS R3,1,1,,0,0
KONICA MINOLTA  MAXXUM 5D,1,1,,0,0
Apple iPad 3G,1,0,,0,0
Nokia Nokia Lumia 900,1,0,,0,0
SONY HDR-SR1,1,0,,0,0
SAMSUNG GT-N7105,1,0,,0,0
Nokia E72-1,1,2,,0,0
Canon PowerShot S330,1,2,,0,0
NIKON CORPORATION D2Hs,1,0,,0,0
EASTMAN KODAK COMPANY KODAK EASYSHARE M1033 DIGITAL CAMERA,1,1,,0,0
"OLYMPUS OPTICAL CO.,LTD E100RS",1,0,,0,0
Sony Ericsson C902,1,1,,0,0
"OLYMPUS IMAGING CORP. u750,S750",1,1,,0,0
LGE Nexus 5X,1,3,,0,0
Canon EOS-1D C,1,0,,0,0
SONY HDR-PJ430V,1,0,,0,0
