Camera Name,Count (Professional),Count (Non-professional)
FinePix S200EXR,0,6
DSC-WX1,0,3
GT-S8500,0,3
FinePix A350,0,3
FinePix XP10,0,2
Zeissikon,0,1
Canon PowerShot ELPH 110 HS,0,4
KODAK DX4530 ZOOM DIGITAL CAMERA,0,6
FinePix S4080,0,4
Canon PowerShot SD880 IS,0,4
"C170,D425",0,1
FinePix JV100,0,1
DSC-TX9,0,1
LT26i,0,2
Exp10000XL,0,1
U8186,0,1
DSC-P8,0,4
<Digimax D53>,0,1
E4300,0,12
WF-7520,0,1
DSC-T9,0,8
DSC-V3,0,5
Canon EOS 90D,0,3
DSC-W30,0,10
Canon EOS-1D Mark II,0,10
HTC One V,0,2
E-300,0,11
FinePix XP65/Walmart,0,1
DSC-HX1,0,16
QV-R41,0,1
SAMSUNG WB2200F,0,1
FinePix A345,0,6
C1233,0,1
SP550UZ,0,13
E-PL7,0,3
KODAK V530 ZOOM DIGITAL CAMERA,0,2
Canon PowerShot A2200,0,5
DSC-P93A,0,2
D-LUX 6,0,5
HTC Glacier,0,2
hp PhotoSmart 320,0,1
N8-00,0,9
FinePix2600Zoom,0,4
COOLPIX L100,0,7
D5503,0,6
EX-Z85,0,1
XT1254,0,6
MAXXUM 7D,0,1
PENTAX Q,0,1
DROID2 GLOBAL,0,1
FinePix F30,0,11
CanoScan 9000F,0,5
SGH-T999L,0,1
Hero3-Black Edition,0,1
EOS 5,0,1
LEICA Q (Typ 116),0,6
DSLR-A330,0,9
FinePix S9100  ,0,2
Canon IXUS 132,0,5
PIXPRO AZ522,0,1
DMC-FH4,0,1
Canon EOS 760D,0,23
N95,0,12
CandyCamera,0,1
Canon PowerShot SX620 HS,0,9
KODAK DC3400 ZOOM DIGITAL CAMERA,0,3
DMC-FX01,0,3
DSC-HX20V,0,4
Lenovo A6020l36,0,1
DSC-W17,0,2
Canon PowerShot A560,0,21
W508,0,1
190,0,2
SGH-G600,0,1
NIKON D5,0,6
E-P1            ,0,1
N72,0,2
SM-G930T,0,4
LEICA M (Typ 262),0,2
W61CA,0,1
FinePix S6000fd,0,3
LG-H990,0,1
7MP Digital Camera,0,1
D6503,0,7
LEICA SL (Typ 601),0,4
Canon PowerShot Pro1,0,12
DMC-TZ30,0,9
S2 Film Scanner,0,4
PENTAX K100D,0,16
Canon DIGITAL IXUS 82 IS,0,1
Canon PowerShot A610,0,16
DMC-G70,0,3
SCH-I605,0,1
FinePix S8100fd,0,8
Canon MG6100 series Network,0,1
KODAK EasyShare Z980 Digital Camera,0,2
Canon PowerShot SX270 HS,0,2
Deskjet F4100 series,0,1
KODAK V550 ZOOM DIGITAL CAMERA,0,1
Canon EOS Kiss X6i,0,4
FinePix T210,0,1
BlackBerry Classic,0,1
6700s,0,1
SPH-L710,0,2
X-S1,0,9
PENTAX Optio S,0,5
m2 note,0,1
SM-A510F,0,4
C3000Z,0,9
PENTAX Optio 60,0,3
U1i,0,3
ST18i,0,2
COOLPIX P300,0,7
DiMAGE Z5,0,5
C765UZ,0,5
DMC-TZ1,0,13
FinePix S2850HD,0,1
DSC-HX300,0,20
Canon EOS 250D,0,1
E-PM1           ,0,2
GR DIGITAL 4,0,4
X100F,0,10
Canon PowerShot S60,0,2
SM-N9005,0,8
"X550,D545Z,C480Z",0,2
C2100UZ,0,4
<KENOX S630  / Samsung S630>,0,3
COOLPIX AW130,0,3
Canon PowerShot A640,0,9
DMC-LS1,0,1
DMC-ZS50,0,3
Canon PowerShot SD780 IS,0,5
D-LUX 3,0,2
NSC-GC1,0,1
DSC-N2,0,7
HP pst2570,0,2
SM-G930F,0,13
Canon PowerShot A460,0,9
E2000,0,2
DiMAGE A1,0,8
DMC-FZ20,0,8
Canon PowerShot ELPH 180,0,2
W810i,0,3
DMC-GM5,0,7
DMC-ZS8,0,4
FinePix S9200 S9250 S9150,0,3
FM2,0,1
X-E3,0,7
KODAK Z730 ZOOM DIGITAL CAMERA,0,4
FinePix A340,0,2
Canon EOS Rebel T7i,0,3
Canon PowerShot SD1200 IS,0,10
C6916,0,1
FinePix S5100,0,6
XZ-1            ,0,1
PictureGear,0,1
Canon PowerShot G3 X,0,5
Windows Phone 8X by HTC,0,1
Lumia 625,0,2
DSC-HX60V,0,6
Canon PowerShot A3100 IS,0,5
PENTAX Optio A30,0,5
FinePix S2980,0,10
Coolpad E501,0,1
LG-LS970,0,1
E8400,0,4
ILCE-7S,0,10
MX-2700,0,2
Nokia 800,0,1
DSC-RX10M3,0,6
Oggl,0,2
SP570UZ                ,0,2
Lumia 1520,0,4
LEICA T (Typ 701),0,5
DSC-P73,0,11
Galaxy Nexus,0,2
LG-D320,0,1
503,0,1
FinePix Z1     ,0,3
DSC-P100,0,7
D-LUX 4,0,6
C770UZ,0,3
"FE320,X835,C540",0,2
MVC-CD350,0,2
COOLPIX P520,0,12
DSC-W130,0,3
NX500,0,6
COOLPIX S8200,0,4
DMC-ZS9,0,1
C755UZ,0,1
Motorola Electrify,0,1
PENTAX K-m,0,4
"FE20,X15,C25",0,3
PENTAX Optio S55,0,1
Canon PowerShot A2000 IS,0,3
KODAK EASYSHARE C613 ZOOM DIGITAL CAMERA,0,8
Canon PowerShot A70,0,14
FC220,0,5
DMC-LZ30,0,4
KODAK DX7630 ZOOM DIGITAL CAMERA,0,8
FinePix S8200,0,3
Frontier SP-3000,0,7
HP Scanjet djf4100,0,2
HP Photosmart M537,0,2
FinePix S5600  ,0,2
iPad mini 2,0,2
Nexus 6P,0,3
"FE46,X41,X42",0,2
COOLPIX L820   ,0,3
Canon PowerShot SD1400 IS,0,10
FE230/X790,0,4
GT-I9210T,0,1
KODAK EASYSHARE Camera,0,5
C1530,0,1
LG-H635,0,1
EX-Z75,0,4
Canon PowerShot SX230 HS,0,9
LEICA X1,0,5
Lumia 950,0,2
DSC-H100,0,2
EX-S10,0,1
FinePix T300,0,1
GT-I9195,0,4
LG-K430T,0,1
DMC-FH20,0,3
E-M10           ,0,1
LG Optimus Elite,0,2
Canon IXUS 220 HS,0,1
FinePix F100fd ,0,1
FinePixS2Pro,0,8
SLP800,0,2
SM-J100H,0,1
iPod touch,0,12
NIKON 1 J5,0,2
SH-2,0,1
<Digimax S800 / Kenox S800>,0,1
"u770SW,S770SW   ",0,2
Canon PowerShot ELPH 300 HS,0,3
NX30,0,5
BlackBerry 8100 Series,0,1
SM-A310F,0,3
Canon PowerShot A510,0,14
DiMAGE X50,0,2
LG-VX8360,0,1
iPhone 13 Pro Max,0,2
Digimax A6,0,1
Canon PowerShot A470,0,10
Perfection V700/V750,0,5
STYLUS1,0,2
moto g(6),0,1
FC350,0,2
ASUS_Z010D,0,1
A735,0,3
X5,0,2
YAL-L21,0,1
DMC-ZX3,0,2
SM-S908E,0,1
LT18i,0,1
Canon PowerShot S410,0,7
Canon PowerShot A310,0,2
DMC-ZS6,0,1
Scan Dual III,0,1
<KENOX S760  / Samsung S760>,0,5
Canon PowerShot D10,0,2
DC210 Zoom (V05.00),0,2
DSC-WX7,0,2
KODAK Z7590 ZOOM DIGITAL CAMERA,0,3
M8 Digital Camera,0,9
DMC-LZ3,0,3
PC36100,0,3
EX-Z1050,0,2
NEX-3,0,16
SP700,0,1
DSC-T3,0,2
E-30,0,6
DiMAGE Xt,0,6
<Samsung NV3,0,4
Samsung VLUU NV3>,0,4
FinePix S1500     ,0,3
DMC-L10,0,1
E2200,0,1
DMC-FZ45,0,8
Canon EOS Kiss Digital N,0,1
SIGMA DP1S,0,1
DMC-FZ47,0,2
PENTAX K-S1        ,0,1
DSC-RX100M2,0,11
DMC-G80,0,7
DC C800,0,1
SM-N950W,0,1
EX-Z110,0,5
Canon PowerShot SD960 IS,0,1
PENTAX Optio A10,0,4
KODAK EASYSHARE C300 DIGITAL CAMERA,0,3
LT15i,0,1
COOLPIX S2500,0,3
FinePix S1600,0,12
Canon PowerShot A810,0,2
E-620,0,9
KODAK P850 ZOOM DIGITAL CAMERA,0,6
COOLPIX P4,0,3
DSC-HX50,0,5
HP pstc4200,0,2
NX210,0,1
AE-1 Program,0,1
PENTAX *ist D,0,1
PENTAX K-5         ,0,9
DSC-RX100M5,0,2
NIKON 1 V2,0,5
FinePixA101,0,1
C5303,0,2
Canon PowerShot S40,0,2
DSC-HX7V,0,4
Canon EOS RP,0,4
FDMAVICA,0,3
"X-2,C-50Z",0,2
Canon IXUS 117 HS,0,3
N73,0,8
DMC-TS1,0,1
6120c,0,2
COACH 1.0,0,1
APPLE IPHONE 4S,0,1
SM-J500H,0,3
A860,0,2
GT-I9301I,0,5
SP-820UZ,0,2
6MP-9J5,0,1
DSC-H70,0,7
E-520,0,22
Canon PowerShot A450,0,2
BLA-L29,0,2
DMC-FS10,0,2
SAMSUNG PL80/VLUU PL80/SAMSUNG SL630/SAMSUNG PL81,0,1
KODAK EASYSHARE C143 Digital Camera,0,3
Canon IXY DIGITAL L2,0,1
Lumia 520,0,4
DSC-W180,0,5
E-3             ,0,3
Canon PowerShot SD940 IS,0,1
Canon PowerShot A60,0,5
IM-S610K,0,1
DMC-GX8,0,12
Mi Note 10 Lite,0,1
Canon PowerShot SX500 IS,0,6
iPad Air 2,0,3
"u1040,S1040",0,2
ILCE-6100,0,1
Canon IXY DIGITAL 600,0,1
PerfectionV700  ,0,3
FRD-L02,0,1
SP510UZ,0,4
Canon DIGITAL IXUS 330,0,1
PENTAX Optio S4i,0,1
KODAK CX7530 ZOOM DIGITAL CAMERA,0,5
Canon EOS Kiss X7i,0,3
MG2900 series,0,1
E4500,0,4
FinePix S2800HD,0,1
FinePix S2750HD,0,1
HP PhotoSmart R717 (V01.00)+,0,1
Canon PowerShot A550,0,12
Nikon COOLSCAN V ED,0,6
SGH-A667,0,1
FinePix A330,0,4
ALP-L29,0,1
DSC-L1,0,2
COOLPIX L320,0,1
SM-N910F,0,6
COOLPIX B700,0,8
DSLR-A850,0,14
ILCE-9,0,3
DSC-W630,0,2
Canon IXUS 255 HS,0,1
DMC-FX07,0,9
COOLPIX L19,0,2
XXXX,0,1
MHS-CM5,0,1
HP PhotoSmart C945 (V01.53),0,3
RICOH R8       ,0,1
DiMAGE Z10,0,2
"C200Z,D510Z",0,4
FinePix S2970,0,1
KODAK Zi8 Pocket Video Camera,0,1
FinePix F10,0,9
VS986,0,1
DSLR-A380,0,3
KODAK EASYSHARE Z710 ZOOM DIGITAL CAMERA,0,11
FinePix F30    ,0,1
PENTAX K100D Super ,0,2
DMC-LX1,0,3
V3826 Digital Camera,0,1
LG-P500h,0,1
FinePix JX300,0,1
SM-G950F,0,11
PDR-M60,0,1
FC3170,0,3
DSC-S90,0,4
COOLPIX P60,0,1
"STYLUS1,1s",0,3
PENTAX K-500,0,5
DSC-P150,0,3
Canon DIGITAL IXUS i,0,3
"SAMSUNG ES55,ES57 / VLUU ES55 / SAMSUNG SL102",0,5
E3100,0,6
DSC-W1,0,15
DMC-ZS1,0,3
COOLPIX P340,0,1
HP PhotoSmart C945 (V01.54),0,1
Dynax 7D,0,1
Digital Cam,0,2
XT1080,0,2
SM-G900H,0,1
DMC-TZ4,0,3
"X600,D630,FE5500",0,4
DSC-P41,0,3
E-410           ,0,4
Digimax A7/Kenox D7,0,2
MI 8,0,1
H3113,0,1
DSC-T5,0,5
FinePix V10,0,1
E-330,0,1
C1450,0,1
W550i,0,1
KODAK DX7590 ZOOM DIGITAL CAMERA,0,5
E7900,0,6
DMC-SZ7,0,3
DSC-HX60,0,8
Canon EOS 5DS,0,6
Canon PowerShot A3300 IS,0,5
RICOH GX200    ,0,2
FinePix F50fd,0,3
PDRM70,0,1
FinePix F11,0,2
Photosmart M407,0,4
DMC-FZ2500,0,2
FinePix Z10fd,0,3
EOS 550D,0,1
PLK-L01,0,1
TRT-LX1,0,1
Canon EOS-1D,0,3
Pixel 3,0,1
SM-G935V,0,4
DSLR-A290,0,7
COOLPIX S3500,0,2
DSC-P10,0,6
FinePix S1800,0,6
"C960Z,D460Z",0,3
SM-A600FN,0,1
Canon DIGITAL IXUS 870 IS,0,1
"u40D,S500,uD500",0,1
SM-G900F,0,12
E-M1MarkII      ,0,1
iS2132,0,2
Canon PowerShot SX700 HS,0,15
DMC-TZ8,0,3
SCH-I535,0,2
DSC-WX9,0,2
FinePix A510,0,1
DMC-FT1,0,2
EX-Z3,0,2
HUAWEI Y336-U02,0,1
FinePix S7000,0,11
"uD600,S600",0,2
HERO3+ Black Edition,0,2
"C120,D380",0,1
KODAK EASYSHARE C433 ZOOM DIGITAL CAMERA,0,2
DSC-S80,0,1
M552,0,1
iPhone XR,0,4
Canon PowerShot A540,0,17
SM-G610F,0,1
WB5000/HZ25W,0,2
Canon PowerShot ELPH 350 HS,0,1
VX-9700,0,1
SP600UZ,0,4
Canon EOS R5,0,4
Canon EOS R6,0,2
PENTAX Optio S10,0,1
COOLPIX S640,0,2
HP Scanjet 3500,0,2
FinePix S4400,0,2
Canon PowerShot A2600,0,1
KODAK V1233 ZOOM DIGITAL CAMERA,0,1
6680,0,3
COOLPIX L830,0,7
FinePix F11    ,0,1
DSC-H300,0,8
5042T,0,2
Nikon SUPER COOLSCAN 9000 ED,0,5
Redmi Note 5,0,2
Pixel 3a,0,1
SM-N920P,0,1
HTC One X,0,2
HP Photosmart E427,0,1
PENTAX Optio SV,0,2
FinePix J30 J32 J38,0,3
Canon DIGITAL IXUS 850 IS,0,7
Hitachi HBC161E,0,1
Canon PowerShot SD400,0,9
DC-FZ82,0,1
DSC-W530,0,3
DSC-P93,0,1
LT22i,0,2
C740UZ,0,10
"C55Z,C5500Z",0,1
K-x,0,3
FE180/X745,0,3
E-1             ,0,1
GR DIGITAL 3,0,9
Canon DIGITAL IXUS 40,0,7
D-LUX (Typ 109),0,1
GR DIGITAL 4   ,0,1
Nokia 1020,0,1
DSC-T50,0,4
FinePix6900ZOOM,0,1
GT-I8260,0,1
COOLPIX S2700,0,1
F5321,0,2
SP500,0,2
DMC-FX33,0,1
LG-D802,0,3
LG-D620,0,1
SP800UZ,0,3
SIGMA SD1 Merrill,0,3
COOLPIX P500,0,14
SM-R210,0,1
HP PhotoSmart R707 (V01.00),0,2
Canon PowerShot S70,0,3
Nexus One,0,1
OpticFilm 8200i,0,2
Leica M3,0,2
GT-S5830B,0,1
CanoScan LiDE 100,0,2
E-PL5           ,0,2
DSLR-A580,0,14
DC500,0,1
PENTAX K-01,0,6
F3311,0,1
DMC-GF6,0,3
DSC-W90,0,5
Canon MG7100 series,0,1
Polaroid i532,0,1
Canon PowerShot S110,0,6
N90-1,0,2
DMC-TZ35,0,7
DSC-RX1,0,8
PENTAX K-1         ,0,3
DSC-MZ3 ,0,1
L1D-20c,0,3
Canon PowerShot S500,0,7
DSC-W620,0,1
PENTAX Optio430RS,0,1
Canon PowerShot ELPH 115 IS,0,2
COOLPIX P5000,0,1
G7-L01,0,1
FinePix S602 ZOOM,0,6
WB30F/WB31F/WB32F,0,1
F8332,0,3
WAS-LX1,0,2
Lumia 930,0,2
ILCE-3500,0,1
VLUU L210  / Samsung L210,0,4
Caplio R2,0,1
"u770SW,S770SW",0,1
SP570UZ,0,8
COOLPIX S6100,0,2
"u710,S710",0,6
C5060WZ,0,2
DSC-S60,0,5
DMC-FX150,0,2
KODAK C663 ZOOM DIGITAL CAMERA,0,1
C8080WZ,0,3
Canon MP190 series,0,2
PENTAX Optio 30,0,2
StylusTough-8010,0,1
Canon PowerShot G5,0,12
COOLPIX S8100,0,4
Canon DIGITAL IXUS 400,0,5
DSC-H3,0,11
QSS-30,0,6
DSC-T1,0,5
DMC-LF1,0,3
7 Trophy T8686,0,1
COOLPIX L310,0,10
COOLPIX P7700,0,7
E4800,0,1
Canon IXY DIGITAL L4,0,1
DSC-WX80,0,1
E7600,0,2
RUMOR,0,1
SP310,0,2
Moto G Play,0,1
iPhone XS Max,0,6
OpticFilm 120,0,2
COOLPIX S220,0,5
SAMSUNG ST550 / SAMSUNG ST560 / VLUU ST550 / SAMSUNG TL225,0,2
SM-J700F,0,2
KODAK Z1275 ZOOM DIGITAL CAMERA,0,1
DSC-T30,0,4
NX1000,0,4
ILCE-6400,0,2
Photosmart M525,0,1
Redmi Note 4,0,2
FinePix S4500,0,6
PENTAX K-1 Mark II,0,2
HP Photosmart M22 (V01.00),0,1
Pentax Spotmatic SP 1000,0,1
KODAK EASYSHARE C533 ZOOM DIGITAL CAMERA,0,6
E5603,0,1
BlackBerry 8130,0,2
COOLPIX P7800,0,2
FinePix S9800 S9850 S9750,0,3
V-LUX (Typ 114),0,3
FinePix HS50EXR,0,9
SAMSUNG WB850F/WB855F,0,1
10101,0,1
V-LUX 30,0,1
GT-E2652,0,1
C760UZ,0,3
WB800F,0,1
FinePix 3800,0,4
FinePix S8600 S8650 S8630,0,2
SAMSUNG PL55/ VLUU PL55/ SAMSUNG SL502/ SAMSUNG PL57,0,1
Mi A1,0,2
DMC-ZS5,0,1
Pixel 6,0,1
GDH30,0,1
SPII,0,1
HP Scanjet djf4200,0,1
DSC-HX80,0,3
Canon PowerShot SX1 IS,0,6
5530,0,1
E-300           ,0,2
PENTAX *ist DS     ,0,1
COOLPIX P90,0,8
KODAK CX7430 ZOOM DIGITAL CAMERA,0,3
DMC-TZ80,0,1
E5400,0,5
iPad mini 4,0,2
Cymera,0,4
E5000,0,3
RNE-L21,0,1
SIGMA DP2 Merrill,0,5
WB350F/WB351F/WB352F,0,4
Perfection3170,0,2
COOLPIX S6500,0,1
Canon PowerShot S200,0,4
KODAK EASYSHARE M853 ZOOM DIGITAL CAMERA,0,2
COOLPIX S6,0,2
DiMAGE X1,0,1
A730,0,2
<Digimax S600 / Kenox S600 / Digimax Cyber 630>,0,4
E-M1MarkIII,0,1
PENTAX K20D        ,0,2
NIKON D4S,0,10
FinePix E550,0,8
SAMSUNG ES10 / VLUU ES10,0,1
DSC-H20,0,7
DCR-PC110E,0,1
COOLPIX S02,0,2
CanoScan 9000F Mark II,0,4
DMC-TS2,0,1
XT1069,0,1
Canon IXUS 160,0,1
CD500M5,0,1
LG-P940,0,1
DSC-S750,0,5
TG-620,0,1
PENTAX Optio 750Z,0,3
DSC-S730,0,3
i834,0,1
COOLPIX L330,0,2
iPad 3G,0,1
VGA,0,1
Photosmart M425,0,4
COOLPIX S9400,0,2
COOLPIX L14,0,1
NX2000,0,5
C4040Z,0,3
Lumia 1020,0,17
COOLPIX S9,0,2
DSC-S600,0,10
Canon EOS 800D,0,5
DSC-T90,0,3
NIKON Z 9,0,1
LYA-L09,0,1
DMC-ZS7,0,2
PENTAX Optio L40,0,1
DMC-TZ50,0,1
EX-Z9,0,3
"u830,S830",0,1
COACH,0,4
"FE310,X840,C530",0,2
5054N,0,1
COOLPIX S4,0,7
SP-810UZ,0,2
E-5             ,0,3
E4100,0,4
808 PureView,0,5
DMC-FX7,0,4
DSC-T2,0,4
DSC-H90,0,3
DiMAGE Xi,0,1
P45+,0,1
J4,0,1
EX-Z77,0,1
Canon MP260 series,0,1
NIKON D780,0,1
E51,0,1
"D595Z,C500Z",0,3
HTC One M9,0,1
SAMSUNG PL100 / SAMSUNG TL205 / VLUU PL100 / SAMSUNG PL101,0,2
6303 classic,0,1
KODAK EASYSHARE C913 DIGITAL CAMERA,0,1
COOLPIX P3,0,2
DMC-TZ2,0,1
KODAK EASYSHARE ZD710 ZOOM DIGITAL CAMERA,0,6
KP570,0,1
ILCA-68,0,2
V600i,0,1
KODAK DX6340 ZOOM DIGITAL CAMERA,0,4
HTC One,0,4
SM-G900R4,0,2
DiMAGE Z20,0,3
Dimage 2300,0,1
Canon PowerShot A410,0,5
EX-Z500,0,2
C905,0,2
FinePix F410,0,2
PerfectionV500,0,2
ALPHA-7 DIGITAL,0,2
"SAMSUNG ES74,ES75,ES78 / VLUU ES75,ES78",0,1
FinePix F40fd,0,3
"SP810UZ,SP815UZ",0,1
Canon PowerShot ELPH 300HS,0,2
Canon EOS Rebel T6s,0,9
iPhone 12 Pro,0,3
DSC-S980,0,2
SM-A405FN,0,1
Canon EOS 20D USB,0,1
SM-J700M,0,2
HP PhotoSmart R725  (V01.00),0,2
5MP-9ER,0,1
Redmi Pro,0,1
XT1585,0,3
Canon IXUS 285 HS,0,2
Canon EOS M50,0,6
D800,0,1
DSC-W830,0,4
"FE115,X715",0,1
DMC-FX3,0,3
Orange Monte Carlo,0,1
SIGMA DP2,0,4
LGL86C,0,1
DV3300,0,1
GT-I9190,0,2
Tiff File,0,2
9.4.0,0,1
Caplio R3,0,2
DROIDX 441a0000fff00000015a48270b019014,0,1
KODAK EASYSHARE C182 Digital Camera,0,5
COOLPIX S6800,0,2
EK-GC200,0,3
KODAK EASYSHARE M320 Digital Camera,0,1
Canon PowerShot SX720 HS,0,2
BlackBerry Z10,0,1
EX-Z600,0,4
Canon IXY DIGITAL 55,0,1
SZ-10,0,3
HP oj_g510a-f,0,1
COOLPIX L23,0,1
DMC-G8,0,1
DMC-FS37,0,1
Vivicam 8300s,0,1
LEICA X (Typ 113),0,2
Kiev 88,0,1
COOLPIX P610,0,9
SM-J327W,0,1
DROID BIONIC,0,1
Canon DIGITAL IXUS 800 IS,0,3
C-5000Z,0,3
KODAK EASYSHARE C743 ZOOM DIGITAL CAMERA,0,3
NIKON Z 6_2,0,2
SM-G7102,0,2
HDR-SR1,0,1
KODAK EASYSHARE C140 DIGITAL CAMERA,0,3
DMC-LZ20,0,1
FinePix HS25EXR,0,5
RNE-L22,0,1
SM-G991B,0,1
C3040Z,0,2
LG-VS450P,0,1
DMC-TZ31,0,5
220,0,1
Canon EOS-1D C,0,1
DMC-LZ8,0,1
A1250,0,1
SAMSUNG ST45/ VLUU ST45/ SAMSUNG TL90,0,1
Canon PowerShot G9 X,0,3
DSC-W220,0,7
DMC-GH4,0,5
Picture Maker G3,0,1
RDC-i500,0,1
RM-1067,0,1
SM-J100Y,0,1
DMC-FX8,0,3
EOS 5D,0,1
PENTAX KP,0,2
ANE-LX3,0,1
HTC-8900,0,1
231,0,1
LG-H818P,0,1
Perfection V800,0,1
KODAK PIXPRO AZ252,0,1
E-PL3,0,10
DSC-S40,0,5
LM-G850,0,1
KODAK EASYSHARE Sport Camera,0,1
C135,0,1
VX11000,0,1
EOS 6D,0,1
DMC-SZ3,0,2
SM-G800F,0,5
Canon  PowerShot G10,0,1
322,0,1
Canon PowerShot G9 X Mark II,0,1
iPhone SE (2nd generation),0,3
645 PRO Mk III for Apple iPhone 7 Plus,0,1
COOLPIX S3700,0,3
FinePix S5000 ,0,2
DMC-FX35,0,4
"FE110,X705",0,3
DSLR-A450,0,3
Canon EOS Kiss X3,0,13
RICOH R10,0,1
ONEPLUS A5010,0,1
E15i,0,1
KODAK Z885 ZOOM DIGITAL CAMERA,0,1
u810/S810,0,1
FinePix S3300,0,2
DSC-WX200,0,2
DiMAGE 7,0,1
KODAK EASYSHARE M340 Digital Ca,0,1
"u1030SW,S1030SW",0,2
EX-Z100,0,1
274,0,1
FinePix XP30,0,1
FinePix F660EXR,0,1
DMC-FX37,0,2
Canon MP620 series,0,1
DMC-FX500,0,2
DSC-W810,0,1
COOLPIX L22,0,7
EX-Z550,0,1
ND-5040 Digital Camera,0,1
"C180,D435",0,2
DiMAGE Z3,0,4
HP PhotoSmart C850 (V05.27),0,1
VDR-D300,0,1
FinePix S4200,0,3
NvCamera,0,1
FinePix A920,0,2
D50,0,1
256,0,1
QSS-29_31,0,6
COOLPIX S630,0,2
<Digimax S500 / Kenox S500 / Digimax Cyber 530>,0,6
Digimax A503 / Kenox D503,0,5
M Monochrom,0,3
COOLPIX A900,0,3
W880i,0,1
Canon EOS 850D,0,1
E-PL8,0,2
DSC-W200,0,3
SM-J327P,0,2
COOLPIX AW120,0,5
"u-miniS,StylusVS",0,2
DSC-W170,0,4
SM-J500M,0,2
GT-N5110,0,1
VLUU SH100,0,1
SAMSUNG SH100,0,1
SZ-31MR,0,2
FinePix E900,0,3
FinePix F750EXR,0,2
FC3411,0,1
COOLPIX S5100,0,1
E-M5MarkIII,0,1
X70,0,7
QSS,0,5
<KENOX S860  / Samsung S860>,0,1
ILCE-7SM2,0,11
CHC-U01,0,1
E-PL1s,0,1
EX-Z1080,0,2
DMC-FS30,0,3
COOLPIX L120   ,0,1
Lumia 1320,0,1
DSC-W560,0,1
Perfection V800/V850,0,1
SGH-T399N,0,2
S1,0,4
SM-G531M,0,1
XF1,0,2
FinePix J110W,0,1
DSC-S650,0,7
Canon PowerShot G5 X,0,4
RAZR i,0,1
SM-A500H,0,1
Canon PowerShot SD1300 IS,0,3
SAMSUNG ST500 / SAMSUNG ST510 / VLUU ST500 / SAMSUNG TL220,0,2
K800i,0,4
F-02E,0,1
--,0,1
Digilux1,0,4
E2100,0,4
GT-S7560M,0,1
<Digimax i6 PMP,0,1
Samsung #11 PMP>,0,1
COOLPIX P500   ,0,2
FinePix F60fd,0,1
SM-G965F,0,1
FinePix AX655,0,1
GT-S5600,0,1
R-D1s,0,1
FinePix XP70 XP71 XP75,0,1
M522,0,1
SP600UZ                ,0,2
VLUU L200  / Samsung L200,0,1
FinePix J250,0,1
DSC-TX5,0,2
ILCE-6500,0,5
HP PhotoSmart R717 (V01.00),0,1
DSC-HX90V,0,3
COOLPIX L16,0,4
Pixel 2 XL,0,2
DIGITAL CAMERA,0,1
"E-20,E-20N,E-20P",0,1
Canon EOS 650,0,1
LS-8000,0,2
YHDC5170,0,1
COOLPIX S5200,0,1
NIKON D1X,0,1
PENTAX Optio S5i,0,4
"FE5030,X965,X960",0,1
SM-N910H,0,1
FinePix F10    ,0,2
PowerShot A630,0,1
NV5 / VLUU NV5,0,1
PENTAX Optio RZ18,0,1
PENTAX Optio 330,0,1
C750UZ,0,2
i531,0,1
SPH-L600,0,1
EX-Z40 ,0,1
NIKON 1 V1,0,7
273,0,1
FC2204,0,1
Lumia 820,0,1
E5823,0,3
DSC-RX10,0,5
DSC-HX100V             ,0,2
EOS 600D,0,2
"X400,D580Z,C460Z",0,4
Spca1528,0,1
Olympus E-500,0,2
DMC-FZ3,0,3
EX-H5,0,2
"FE170,X760,C505",0,1
VLUU L100,0,2
M100  / Samsung L100,0,2
M100,0,2
FinePix J150W,0,1
Canon PowerShot SD770 IS,0,2
KODAK EASYSHARE V1273 DIGITAL CAMERA,0,1
Hasselblad H3DII-31,0,1
FinePix F402,0,1
HTC Wildfire,0,1
Canon PowerShot G7 X,0,3
DSC-RX100M7,0,2
C6502,0,1
Canon IXUS 105,0,3
DSC-H400,0,3
LEICA M10-P,0,1
Canon IXY 32S,0,1
EOS 80D,0,1
iPad Air,0,3
KODAK EasyShare Z990 Digital Camera    ,0,2
W800i,0,3
MP495 series,0,1
C6903,0,5
Canon PowerShot ELPH 520 HS,0,1
DSC-WX220,0,1
9000F,0,1
View XL,0,1
KODAK EASYSHARE CX4230 ZOOM DIGITAL CAMERA,0,3
GT-S7560,0,1
Revio KD-420Z,0,1
"C40Z,D40Z",0,2
COOLPIX S2900,0,2
TG-1,0,2
OPPO A3s,0,1
ILCA-99M2,0,2
ST72/ST73,0,1
SZ-14,0,3
COOLPIX L620,0,1
DMC-LS2,0,2
EX-G1,0,1
DVC306V,0,1
DiMAGE Z2,0,4
SM-A700F,0,1
CLT-L09,0,2
KODAK EASYSHARE C633 ZOOM DIGITAL CAMERA,0,2
Nexus 4,0,3
COOLPIX L27,0,1
Canon IXUS 500 HS,0,3
FinePix XP200/XP210,0,2
ST200 / ST200F / ST201 / ST201F / ST205F,0,2
GT-S7500,0,1
E-420           ,0,2
DMC-TZ101,0,2
Redmi 5,0,1
KODAK DX6440 ZOOM DIGITAL CAMERA,0,1
COOLPIX S610,0,3
FinePix F80EXR,0,1
Lumia 720,0,1
SCH-I500,0,2
Aptus 65,0,1
"X-2,C-50Z       ",0,1
SM-A750F,0,1
